# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov  2 16:07:55 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
#
rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim
531,HD 37124,d,3,1862.00000000,38.00000000,-38.00000000,0,0.69600,0.05900,-0.05900,0,,,,
532,HD 37605,b,2,55.01307000,0.00064000,-0.00064000,0,2.80200,0.01100,-0.01100,0,,,,
533,HD 37605,c,2,2720.00000000,57.00000000,-57.00000000,0,3.36600,0.07200,-0.07200,0,,,,
534,HD 38283,b,1,363.20000000,1.60000000,-1.60000000,0,0.34000,0.02000,-0.02000,0,,,,
535,HD 38529,b,2,14.30980000,0.00050000,-0.00050000,0,0.83900,0.03000,-0.03000,0,,,,
536,HD 38529,c,2,2140.20000000,5.70000000,-5.70000000,0,13.38000,0.39000,-0.39000,0,,,,
537,HD 38801,b,1,696.30000000,2.70000000,-2.70000000,0,10.70000,0.50000,-0.50000,0,,,,
538,HD 39091,b,1,2151.00000000,85.00000000,-85.00000000,0,10.27000,0.84000,-0.84000,0,,,,
539,HD 40307,b,5,4.31230000,0.00110000,-0.00120000,0,0.01260,0.00250,-0.00220,0,,,,
540,HD 40307,c,5,9.61840000,0.00500000,-0.00490000,0,0.02080,0.00350,-0.00310,0,,,,
541,HD 40307,d,5,20.43200000,0.02200000,-0.02400000,0,0.02990,0.00530,-0.00470,0,,,,
542,HD 40307,f,5,51.76000000,0.50000000,-0.46000000,0,0.01640,0.00470,-0.00500,0,,,,
543,HD 40307,g,5,197.80000000,5.70000000,-9.00000000,0,0.02230,0.00820,-0.00820,0,,,,
544,HD 40979,b,1,264.15000000,0.23000000,-0.23000000,0,4.01000,0.13000,-0.13000,0,,,,
545,HD 41004 A,b,1,963.00000000,38.00000000,-38.00000000,0,2.54000,0.74000,-0.74000,0,,,,
546,HD 41004 B,b,1,1.32830000,0.00001200,-0.00001200,0,18.37000,0.22000,-0.22000,0,,,,
547,HD 4113,b,1,526.62000000,0.30000000,-0.30000000,0,1.56000,0.04000,-0.04000,0,,,,
548,HD 4203,b,2,437.05000000,0.27000000,-0.27000000,0,1.82000,0.05000,-0.05000,0,,,,
549,HD 4203,c,2,6700.00000000,4500.00000000,-4500.00000000,0,2.17000,0.52000,-0.52000,0,,,,
550,HD 4208,b,1,828.00000000,8.10000000,-8.10000000,0,0.80400,0.07300,-0.07300,0,,,,
551,HD 42618,b,1,149.61000000,0.37000000,-0.34000000,0,0.04531,0.00787,-0.00755,0,,,,
552,HD 4308,b,1,15.56000000,0.02000000,-0.02000000,0,0.04420,,,0,,,,
553,HD 4313,b,1,356.00000000,2.60000000,-2.60000000,0,2.30000,0.20000,-0.20000,0,,,,
554,HD 43197,b,1,327.80000000,1.20000000,-1.20000000,0,0.60000,0.12000,-0.04000,0,,,,
555,HD 43691,b,1,36.96000000,0.02000000,-0.02000000,0,2.49000,,,0,,,,
556,HD 44219,b,1,472.30000000,6.30000000,-5.00000000,0,0.58000,0.06000,-0.04000,0,,,,
557,HD 45350,b,1,963.60000000,3.40000000,-3.40000000,0,1.79000,0.14000,-0.14000,0,,,,
558,HD 45364,b,2,226.93000000,0.37000000,-0.37000000,0,0.18720,,,0,,,,
559,HD 45364,c,2,342.85000000,0.28000000,-0.28000000,0,0.65790,,,0,,,,
560,HD 45652,b,1,43.60000000,0.20000000,-0.20000000,0,0.47000,,,0,,,,
561,HD 46375,b,1,3.02357300,0.00006500,-0.00006500,0,0.22600,0.01900,-0.01900,0,,,,
562,HD 47186,b,2,4.08450000,0.00020000,-0.00020000,0,0.07167,,,0,,,,
563,HD 47186,c,2,1353.60000000,57.10000000,-57.10000000,0,0.35061,,,0,,,,
564,HD 4732,b,2,360.20000000,1.40000000,-1.40000000,0,2.37000,0.34000,-0.34000,0,,,,
565,HD 4732,c,2,2732.00000000,81.00000000,-81.00000000,0,2.37000,0.38000,-0.38000,0,,,,
566,HD 47536,b,1,712.13000000,0.31000000,-0.31000000,0,7.32000,2.36000,-2.36000,0,,,,
567,HD 48265,b,1,762.00000000,50.00000000,-50.00000000,0,1.20000,,,0,,,,
568,HD 49674,b,1,4.94737000,0.00098000,-0.00098000,0,0.10500,0.01100,-0.01100,0,,,,
569,HD 50499,b,1,2482.70000000,110.00000000,-110.00000000,0,1.71000,0.20000,-0.20000,0,,,,
570,HD 50554,b,1,1293.00000000,37.00000000,-37.00000000,0,4.95400,0.38900,-0.38900,0,,,,
571,HD 52265,b,1,119.60000000,0.42000000,-0.42000000,0,1.05000,0.03000,-0.03000,0,,,,
572,HD 5319,b,2,641.00000000,2.00000000,-2.00000000,0,1.76000,0.07000,-0.07000,0,,,,
573,HD 5319,c,2,886.00000000,8.00000000,-8.00000000,0,1.15000,0.08000,-0.08000,0,,,,
574,HD 5583,b,1,139.35000000,0.21000000,-0.22000000,0,5.78000,0.53000,-0.53000,0,,,,
575,HD 5608,b,1,792.60000000,7.70000000,-7.70000000,0,1.40000,,,0,,,,
576,HD 564,b,1,492.30000000,2.30000000,-2.30000000,0,0.33000,0.03000,-0.03000,0,,,,
577,HD 5891,b,1,177.11000000,0.32000000,-0.32000000,0,7.60000,0.40000,-0.40000,0,,,,
578,HD 59686 A,b,1,299.36000000,0.26000000,-0.31000000,0,6.92000,0.18000,-0.24000,0,,,,
579,HD 60532,b,2,201.90000000,0.30000000,-0.30000000,0,1.06000,0.08000,-0.08000,0,,,,
580,HD 60532,c,2,600.10000000,2.40000000,-2.40000000,0,2.51000,0.16000,-0.16000,0,,,,
581,HD 62509,b,1,589.64000000,0.81000000,-0.81000000,0,2.30000,0.45000,-0.45000,0,,,,
582,HD 63454,b,1,2.81804900,0.00007100,-0.00007100,0,0.39800,,,0,1.098,,,0
583,HD 63765,b,1,358.00000000,1.00000000,-1.00000000,0,0.64000,0.05000,-0.05000,0,,,,
584,HD 6434,b,1,22.01700000,0.00080000,-0.00080000,0,0.44000,0.01000,-0.01000,0,,,,
585,HD 65216,b,2,572.40000000,2.10000000,-2.10000000,0,1.26000,0.04000,-0.04000,0,,,,
586,HD 65216,c,2,152.60000000,0.60000000,-0.60000000,0,0.17000,0.03000,-0.03000,0,,,,
587,HD 66141,b,1,480.50000000,0.50000000,-0.50000000,0,6.00000,0.30000,-0.30000,0,,,,
588,HD 66428,b,1,1973.00000000,31.00000000,-31.00000000,0,2.82000,0.27000,-0.27000,0,,,,
589,HD 67087,b,2,352.20000000,1.70000000,-1.60000000,0,3.06000,0.22000,-0.20000,0,,,,
590,HD 67087,c,2,2374.00000000,193.00000000,-156.00000000,0,4.85000,10.00000,-3.61000,0,,,,
591,HD 6718,b,1,2496.00000000,176.00000000,-176.00000000,0,1.56000,0.11000,-0.10000,0,,,,
592,HD 68988,b,1,6.27711000,0.00021000,-0.00021000,0,1.86000,0.16000,-0.16000,0,,,,
593,HD 69830,b,3,8.66700000,0.00300000,-0.00300000,0,0.03210,,,0,,,,
594,HD 69830,c,3,31.56000000,0.04000000,-0.04000000,0,0.03710,,,0,,,,
595,HD 69830,d,3,197.00000000,3.00000000,-3.00000000,0,0.05700,,,0,,,,
596,HD 70573,b,1,851.80000000,11.60000000,-11.60000000,0,6.10000,0.40000,-0.40000,0,,,,
597,HD 70642,b,1,2068.00000000,39.00000000,-39.00000000,0,1.97000,0.18000,-0.18000,0,,,,
598,HD 7199,b,1,615.00000000,7.00000000,-7.00000000,0,0.29000,0.02300,-0.02300,0,,,,
599,HD 72659,b,1,3658.00000000,32.00000000,-32.00000000,0,3.15000,0.14000,-0.14000,0,,,,
600,HD 73256,b,1,2.54858000,0.00016000,-0.00016000,0,1.87000,0.49000,-0.49000,0,,,,
601,HD 73267,b,1,1260.00000000,7.00000000,-7.00000000,0,3.06000,0.07000,-0.07000,0,,,,
602,HD 73526,b,2,188.90000000,0.10000000,-0.10000000,0,2.25000,0.12000,-0.12000,0,,,,
603,HD 73526,c,2,379.10000000,0.50000000,-0.50000000,0,2.25000,0.13000,-0.13000,0,,,,
604,HD 73534,b,1,1770.00000000,40.00000000,-40.00000000,0,1.10300,0.08700,-0.08700,0,,,,
605,HD 74156,b,2,51.64500000,0.00300000,-0.00300000,0,1.80000,0.06000,-0.06000,0,,,,
606,HD 74156,c,2,2473.00000000,13.00000000,-13.00000000,0,8.06000,0.37000,-0.37000,0,,,,
607,HD 7449,b,1,1275.00000000,15.00000000,-11.00000000,0,1.11000,0.27000,-0.37000,0,,,,
608,HD 75289,b,1,3.50926700,0.00006400,-0.00006400,0,0.46700,0.04100,-0.04100,0,,,,
609,HD 75784,b,1,341.70000000,6.10000000,-6.10000000,0,1.15000,0.30000,-0.30000,0,,,,
610,HD 75898,b,1,418.20000000,5.70000000,-5.70000000,0,2.51000,,,0,,,,
611,HD 76700,b,1,3.97100000,0.00100000,-0.00100000,0,0.19700,0.01700,-0.01700,0,,,,
612,HD 77338,b,1,5.73610000,0.00150000,-0.00150000,0,0.05000,0.01500,-0.01700,0,,,,
613,HD 7924,b,3,5.39792000,0.00025000,-0.00025000,0,0.02731,0.00164,-0.00160,0,,,,
614,HD 7924,c,3,15.29900000,0.00320000,-0.00330000,0,0.02473,0.00230,-0.00223,0,,,,
615,HD 7924,d,3,24.45100000,0.01500000,-0.01700000,0,0.02026,0.00249,-0.00245,0,,,,
616,HD 79498,b,1,1966.10000000,41.00000000,-41.00000000,0,1.34000,0.07000,-0.07000,0,,,,
617,HD 80606,b,1,111.43570000,0.00080000,-0.00080000,0,3.94000,0.11000,-0.11000,0,0.980,0.030,-0.030,0
618,HD 81040,b,1,1001.70000000,7.00000000,-7.00000000,0,6.86000,0.71000,-0.71000,0,,,,
619,HD 81688,b,1,184.02000000,0.18000000,-0.18000000,0,2.70000,,,0,,,,
620,HD 82886,b,1,705.00000000,34.00000000,-34.00000000,0,1.30000,0.10000,-0.10000,0,,,,
621,HD 82943,b,2,441.47000000,0.35000000,-0.35000000,0,1.68100,0.02800,-0.02800,0,,,,
622,HD 82943,c,2,220.07800000,0.05100000,-0.05100000,0,1.95900,0.04700,-0.04700,0,,,,
623,HD 83443,b,1,2.98569800,0.00005700,-0.00005700,0,0.39800,0.03500,-0.03500,0,,,,
624,HD 8535,b,1,1313.00000000,28.00000000,-28.00000000,0,0.68000,0.07000,-0.04000,0,,,,
625,HD 85390,b,1,788.00000000,25.00000000,-25.00000000,0,0.13200,0.01100,-0.01100,0,,,,
626,HD 85512,b,1,58.43000000,0.13000000,-0.13000000,0,0.01100,0.00200,-0.00200,0,,,,
627,HD 8574,b,1,227.00000000,0.20000000,-0.20000000,0,1.80000,0.06000,-0.06000,0,,,,
628,HD 86081,b,1,2.13750000,0.00020000,-0.00020000,0,1.50000,,,0,,,,
629,HD 86226,b,1,1695.00000000,58.00000000,-58.00000000,0,0.92000,0.10000,-0.10000,0,,,,
630,HD 86264,b,1,1475.00000000,55.00000000,-55.00000000,0,7.00000,1.60000,-1.60000,0,,,,
631,HD 8673,b,1,1634.00000000,17.00000000,-17.00000000,0,14.20000,1.60000,-1.60000,0,,,,
632,HD 87646,b,1,13.48100000,0.00100000,-0.00100000,0,12.40000,0.70000,-0.70000,0,,,,
633,HD 87883,b,1,2754.00000000,87.00000000,-87.00000000,0,1.78000,0.34000,-0.34000,0,,,,
634,HD 88133,b,1,3.41486740,0.00004570,-0.00004730,0,1.02000,0.61000,-0.28000,0,,,,
635,HD 89307,b,1,2157.00000000,63.00000000,-63.00000000,0,1.78000,0.13000,-0.13000,0,,,,
636,HD 89744,b,1,256.78000000,0.05000000,-0.05000000,0,8.44000,0.23000,-0.23000,0,,,,
637,HD 90156,b,1,49.77000000,0.07000000,-0.07000000,0,0.05700,0.00500,-0.00500,0,,,,
638,HD 92788,b,1,325.00000000,0.50000000,-0.50000000,0,3.58000,,,0,,,,
639,HD 93083,b,1,143.58000000,0.60000000,-0.60000000,0,0.37000,,,0,,,,
640,HD 9446,b,2,30.05200000,0.02700000,-0.02700000,0,0.70000,0.06000,-0.06000,0,,,,
641,HD 9446,c,2,192.90000000,0.90000000,-0.90000000,0,1.82000,0.17000,-0.17000,0,,,,
642,HD 95086,b,1,,,,,5.00000,2.00000,-2.00000,0,,,,
643,HD 95089,b,1,507.00000000,16.00000000,-16.00000000,0,1.20000,0.10000,-0.10000,0,,,,
644,HD 95127,b,1,482.00000000,5.00000000,-5.00000000,0,5.01000,0.61000,-0.44000,0,,,,
645,HD 95872,b,1,4375.00000000,169.00000000,-169.00000000,0,4.60000,0.30000,-0.30000,0,,,,
646,HD 96063,b,1,361.10000000,9.90000000,-9.90000000,0,0.90000,0.10000,-0.10000,0,,,,
647,HD 96127,b,1,647.30000000,16.80000000,-16.80000000,0,4.00000,,,0,,,,
648,HD 96167,b,1,498.90000000,1.00000000,-1.00000000,0,0.68000,0.18000,-0.18000,0,,,,
649,HD 97658,b,1,9.49090000,0.00160000,-0.00150000,0,0.02473,0.00230,-0.00230,0,0.209,0.015,-0.013,0
650,HD 98219,b,1,436.90000000,4.50000000,-4.50000000,0,1.80000,0.10000,-0.10000,0,,,,
651,HD 98649,b,1,4951.00000000,607.00000000,-465.00000000,0,6.80000,0.50000,-0.50000,0,,,,
652,HD 99109,b,1,439.30000000,5.60000000,-5.60000000,0,0.50200,0.07000,-0.07000,0,,,,
653,HD 99492,b,1,17.05400000,0.00300000,-0.00300000,0,0.07900,0.00600,-0.00600,0,,,,
654,HD 99706,b,1,868.00000000,31.00000000,-31.00000000,0,1.40000,0.10000,-0.10000,0,,,,
655,HIP 105854,b,1,184.20000000,0.50000000,-0.50000000,0,8.20000,0.20000,-0.20000,0,,,,
656,HIP 107773,b,1,144.30000000,0.50000000,-0.50000000,0,1.98000,0.21000,-0.21000,0,,,,
657,HIP 109384,b,1,499.48000000,0.32000000,-0.32000000,0,1.56000,0.08000,-0.08000,0,,,,
658,HIP 109600,b,1,232.08000000,0.15000000,-0.15000000,0,2.68000,0.12000,-0.12000,0,,,,
659,HIP 116454,b,1,9.12050000,0.00050000,-0.00050000,0,0.03700,0.00400,-0.00400,0,0.226,0.016,-0.016,0
660,HIP 12961,b,1,57.43500000,0.04200000,-0.04200000,0,0.35000,,,0,,,,
661,HIP 14810,b,3,6.67385500,0.00001900,-0.00001900,0,3.88000,0.32000,-0.32000,0,,,,
662,HIP 14810,c,3,147.73000000,0.06500000,-0.06500000,0,1.28000,0.10000,-0.10000,0,,,,
663,HIP 14810,d,3,952.00000000,15.00000000,-15.00000000,0,0.57000,0.05200,-0.05200,0,,,,
664,HIP 41378,b,5,15.57120000,0.00120000,-0.00120000,0,,,,,0.259,0.039,-0.039,0
665,HIP 41378,c,5,31.69780000,0.00400000,-0.00400000,0,,,,,0.228,0.036,-0.036,0
666,HIP 41378,d,5,156.00000000,163.00000000,-78.00000000,0,,,,,0.353,0.053,-0.053,0
667,HIP 41378,e,5,131.00000000,61.00000000,-36.00000000,0,,,,,0.492,0.069,-0.069,0
668,HIP 41378,f,5,324.00000000,121.00000000,-126.00000000,0,,,,,0.910,0.125,-0.125,0
669,HIP 5158,b,2,345.72000000,5.37000000,-5.37000000,0,1.42000,,,0,,,,
670,HIP 5158,c,2,9017.76000000,3180.74000000,-3180.74000000,0,15.04000,10.55000,-10.55000,0,,,,
671,HIP 57050,b,1,41.39700000,0.01600000,-0.01600000,0,0.29800,0.02500,-0.02500,0,,,,
672,HIP 57274,b,3,8.13520000,0.00400000,-0.00400000,0,0.03650,0.00409,-0.00409,0,,,,
673,HIP 57274,c,3,32.03000000,0.02000000,-0.02000000,0,0.40902,0.00944,-0.00944,0,,,,
674,HIP 57274,d,3,431.70000000,8.50000000,-8.50000000,0,0.52670,0.03000,-0.03000,0,,,,
675,HIP 63242,b,1,124.60000000,,,0,9.18000,,,0,,,,
676,HIP 65407,b,2,28.12500000,0.01900000,-0.01900000,0,0.42800,0.03200,-0.03200,0,,,,
677,HIP 65407,c,2,67.30000000,0.08000000,-0.08000000,0,0.78400,0.05400,-0.05400,0,,,,
678,HIP 65891,b,1,1084.50000000,23.20000000,-23.20000000,0,6.00000,0.49000,-0.49000,0,,,,
679,HIP 67851,b,2,88.90000000,0.10000000,-0.10000000,0,1.38000,0.15000,-0.15000,0,,,,
680,HIP 67851,c,2,2131.80000000,88.30000000,-88.30000000,0,5.98000,0.76000,-0.76000,0,,,,
681,HIP 70849,b,1,17337.50000000,15512.50000000,-15512.50000000,0,9.00000,6.00000,-6.00000,0,,,,
682,HIP 74890,b,1,822.30000000,16.80000000,-16.80000000,0,2.40000,0.30000,-0.30000,0,,,,
683,HIP 75458,b,1,511.09800000,0.08900000,-0.08900000,0,8.82000,0.72000,-0.72000,0,,,,
684,HIP 78530,b,1,,,,,23.00000,1.00000,-1.00000,0,,,,
685,HIP 79431,b,1,111.70000000,0.70000000,-0.70000000,0,2.10000,,,0,,,,
686,HIP 8541,b,1,1560.20000000,53.90000000,-53.90000000,0,5.50000,1.00000,-1.00000,0,,,,
687,HIP 91258,b,1,5.05050000,0.00150000,-0.00150000,0,1.06800,0.03800,-0.03800,0,,,,
688,HIP 97233,b,1,1058.80000000,6.70000000,-6.70000000,0,20.00000,0.40000,-0.40000,0,,,,
689,HN Peg,b,1,,,,,21.99870,9.42803,-9.42803,0,1.051,0.136,-0.058,0
690,HR 2562,b,1,,,,,30.00000,15.00000,-15.00000,0,1.110,0.110,-0.110,0
691,HR 810,b,1,312.00000000,5.00000000,-5.00000000,0,2.13000,,,0,,,,
692,HR 8799,b,4,170000.00000000,,,0,7.00000,4.00000,-2.00000,0,1.200,0.100,-0.100,0
693,HR 8799,c,4,69000.00000000,,,0,10.00000,3.00000,-3.00000,0,1.200,0.100,0.000,0
694,HR 8799,d,4,37000.00000000,,,0,10.00000,3.00000,-3.00000,0,1.200,0.100,0.000,0
695,HR 8799,e,4,18000.00000000,,,0,,,,,,,,
696,K2-10,b,1,19.30440000,0.00120000,-0.00120000,0,0.08495,0.05349,-0.05034,0,0.343,0.031,-0.030,0
697,K2-11,b,1,39.93767000,0.23229000,-0.23229000,0,,,,,0.674,0.832,-0.832,0
698,K2-12,b,1,8.28212000,0.00060000,-0.00060000,0,,,,,0.208,0.052,-0.052,0
699,K2-13,b,1,39.91488000,0.32477000,-0.32477000,0,,,,,0.169,0.085,-0.085,0
700,K2-14,b,1,8.36802000,0.00019000,-0.00019000,0,,,,,0.429,0.037,-0.037,0
701,K2-15,b,1,11.81040000,0.00204000,-0.00204000,0,,,,,0.221,0.027,-0.027,0
702,K2-16,b,2,7.61880000,0.00087000,-0.00087000,0,,,,,0.180,0.021,-0.021,0
703,K2-16,c,2,19.07863000,0.00327000,-0.00327000,0,,,,,0.227,0.100,-0.042,0
704,K2-17,b,1,17.96753000,0.00152000,-0.00152000,0,,,,,0.199,0.018,-0.018,0
705,K2-18,b,1,32.94488000,0.00281000,-0.00281000,0,,,,,0.200,0.021,-0.021,0
706,K2-19,b,3,7.91940000,0.00005000,-0.00005000,0,,,,,0.691,0.035,-0.035,0
707,K2-19,c,3,11.90715000,0.00150000,-0.00150000,0,,,,,0.434,0.055,-0.039,0
708,K2-19,d,3,2.50856000,0.00041000,-0.00041000,0,,,,,0.102,0.012,-0.012,0
709,K2-21,b,2,9.32414000,0.00059000,-0.00063000,0,,,,,0.142,0.037,-0.039,0
710,K2-21,c,2,15.50120000,0.00093000,-0.00099000,0,,,,,0.171,0.048,-0.046,0
711,K2-22,b,1,0.38107800,0.00000100,-0.00000100,0,1.40000,,,1,0.223,0.036,-0.036,1
712,K2-24,b,2,20.88508000,0.00036000,-0.00036000,0,,,,,0.520,0.054,-0.054,0
713,K2-24,c,2,42.36342000,0.00063000,-0.00063000,0,,,,,0.723,0.073,-0.073,0
714,K2-25,b,1,3.48455200,0.00003100,-0.00003700,0,,,,,0.306,0.085,-0.028,0
715,K2-26,b,1,14.56650000,0.00160000,-0.00200000,0,,,,,0.238,0.041,-0.037,0
716,K2-27,b,1,6.77145000,0.00013000,-0.00013000,0,0.09156,0.02360,-0.02328,0,0.397,0.029,-0.029,0
717,K2-28,b,1,2.26045500,0.00004100,-0.00004100,0,,,,,0.207,0.021,-0.021,0
718,K2-29,b,1,3.25883210,0.00000190,-0.00000190,0,0.73000,0.04000,-0.04000,0,1.190,0.020,-0.020,0
719,K2-3,b,3,10.05449000,0.00026000,-0.00026000,0,,,,,0.194,0.027,-0.027,0
720,K2-3,c,3,24.64354000,0.00117000,-0.00117000,0,,,,,0.165,0.024,-0.024,0
721,K2-3,d,3,44.55983000,0.00590000,-0.00590000,0,,,,,0.135,0.021,-0.021,0
722,K2-30,b,1,4.09850300,0.00001100,-0.00001100,0,0.57900,0.02800,-0.02700,0,1.039,0.050,-0.051,0
723,K2-31,b,1,1.25785000,0.00000200,-0.00000200,0,1.85665,0.08086,-0.08149,0,,,,
724,K2-32,b,3,8.99218000,0.00020000,-0.00020000,0,,,,,0.480,0.031,-0.031,0
725,K2-32,c,3,20.65614000,0.00598000,-0.00598000,0,,,,,0.310,0.087,-0.037,0
726,K2-32,d,3,31.71922000,0.00236000,-0.00236000,0,,,,,0.335,0.036,-0.036,0
727,K2-33,b,1,5.42486500,0.00003500,-0.00003100,0,3.70000,,,1,0.450,0.030,-0.033,0
728,K2-34,b,1,2.99560700,0.00001700,-0.00001700,0,1.76000,0.13000,-0.13000,0,1.350,0.067,-0.067,0
729,K2-35,b,2,2.39984000,0.00039000,-0.00039000,0,,,,,0.125,0.015,-0.015,0
730,K2-35,c,2,5.60912000,0.00071000,-0.00071000,0,,,,,0.186,0.029,-0.021,0
731,K2-36,b,2,1.42266000,0.00005000,-0.00005000,0,,,,,0.118,0.008,-0.008,0
732,K2-36,c,2,5.34059000,0.00010000,-0.00010000,0,,,,,0.250,0.038,-0.028,0
733,K2-37,b,3,4.44117000,0.00075000,-0.00075000,0,,,,,0.144,0.015,-0.015,0
734,K2-37,c,3,6.42904000,0.00036000,-0.00036000,0,,,,,0.245,0.024,-0.024,0
735,K2-37,d,3,14.09189000,0.00135000,-0.00135000,0,,,,,0.244,0.032,-0.032,0
736,K2-38,b,2,4.01593000,0.00050000,-0.00050000,0,0.03776,0.00912,-0.00912,0,0.138,0.014,-0.014,0
737,K2-38,c,2,10.56103000,0.00090000,-0.00090000,0,0.03115,0.01447,-0.01447,0,0.216,0.026,-0.026,0
738,K2-39,b,1,4.60543000,0.00046000,-0.00046000,0,0.15826,0.03052,-0.02958,0,0.732,0.098,-0.098,0
739,K2-4,b,1,10.00329000,0.00159000,-0.00159000,0,,,,,0.211,0.036,-0.036,0
740,K2-42,b,1,6.68796000,0.00093000,-0.00093000,0,,,,,0.192,0.021,-0.021,0
741,K2-43,b,1,3.47114000,0.00021000,-0.00021000,0,,,,,0.368,0.028,-0.028,0
742,K2-44,b,1,5.65688000,0.00059000,-0.00059000,0,,,,,0.243,0.029,-0.029,0
743,K2-45,b,1,1.72926840,0.00000690,-0.00000690,0,,,,,0.599,0.000,0.000,0
744,K2-46,b,1,19.15410000,0.00410000,-0.00410000,0,,,,,0.183,0.021,-0.021,0
745,K2-47,b,1,31.63720000,0.00880000,-0.00880000,0,,,,,0.169,0.023,-0.023,0
746,K2-48,b,1,20.50650000,0.00350000,-0.00350000,0,,,,,0.200,0.021,-0.021,0
747,K2-49,b,1,2.77065000,0.00015000,-0.00015000,0,,,,,0.172,0.047,-0.047,0
748,K2-5,b,2,5.73594000,0.00064000,-0.00064000,0,,,,,0.170,0.039,-0.039,0
749,K2-5,c,2,10.93241000,0.00134000,-0.00134000,0,,,,,0.202,0.055,-0.055,0
750,K2-50,b,1,8.75290000,0.00130000,-0.00130000,0,,,,,0.142,0.021,-0.021,0
751,K2-51,b,1,13.01060000,0.00140000,-0.00140000,0,,,,,1.151,0.152,-0.152,0
752,K2-52,b,1,3.53482000,0.00019000,-0.00019000,0,,,,,0.990,0.348,-0.348,0
753,K2-53,b,1,12.20540000,0.00180000,-0.00180000,0,,,,,0.223,0.023,-0.023,0
754,K2-54,b,1,9.78430000,0.00140000,-0.00140000,0,,,,,0.103,0.017,-0.017,0
755,K2-55,b,1,2.84925800,0.00003300,-0.00003300,0,,,,,0.341,0.029,-0.029,0
756,K2-57,b,1,9.00630000,0.00130000,-0.00130000,0,,,,,0.187,0.022,-0.022,0
757,K2-58,b,3,7.05254000,0.00032000,-0.00032000,0,,,,,0.239,0.033,-0.033,0
758,K2-58,c,3,2.53726000,0.00017000,-0.00017000,0,,,,,0.145,0.021,-0.021,0
759,K2-58,d,3,22.88270000,0.00400000,-0.00400000,0,,,,,0.153,0.022,-0.022,0
760,K2-59,b,2,20.69210000,0.00330000,-0.00330000,0,,,,,0.215,0.028,-0.028,0
761,K2-59,c,2,11.29540000,0.00100000,-0.00100000,0,,,,,0.205,0.026,-0.026,0
762,K2-6,b,1,30.94191000,0.00467000,-0.00467000,0,,,,,0.223,0.079,-0.079,0
763,K2-60,b,1,3.00262700,0.00001800,-0.00001800,0,,,,,0.883,0.089,-0.089,0
764,K2-61,b,1,2.57302000,0.00020000,-0.00020000,0,,,,,0.221,0.070,-0.070,0
765,K2-62,b,2,6.67202000,0.00028000,-0.00028000,0,,,,,0.191,0.019,-0.019,0
766,K2-62,c,2,16.19660000,0.00120000,-0.00120000,0,,,,,0.191,0.020,-0.020,0
767,K2-63,b,1,20.25700000,0.00720000,-0.00720000,0,,,,,0.287,0.088,-0.088,0
768,K2-64,b,1,6.53044000,0.00067000,-0.00067000,0,,,,,0.185,0.023,-0.023,0
769,K2-65,b,1,12.64750000,0.00130000,-0.00130000,0,,,,,0.141,0.034,-0.034,0
770,K2-66,b,1,5.06965000,0.00080000,-0.00080000,0,,,,,0.222,0.024,-0.024,0
771,K2-67,b,1,24.38724000,0.00028000,-0.00028000,0,,,,,1.552,0.303,-0.303,0
772,K2-68,b,1,8.05428000,0.00082000,-0.00082000,0,,,,,0.141,0.021,-0.021,0
773,K2-69,b,1,7.06599000,0.00050000,-0.00050000,0,,,,,0.207,0.032,-0.032,0
774,K2-7,b,1,28.67992000,0.00947000,-0.00947000,0,,,,,0.238,0.050,-0.050,0
775,K2-70,b,1,13.97896000,0.00095000,-0.00095000,0,,,,,0.258,0.042,-0.042,0
776,K2-71,b,1,6.98541000,0.00075000,-0.00075000,0,,,,,0.192,0.029,-0.029,0
777,K2-72,b,4,5.57739000,0.00068000,-0.00068000,0,,,,,0.067,0.018,-0.018,0
778,K2-72,c,4,15.18710000,0.00320000,-0.00320000,0,,,,,0.077,0.020,-0.020,0
779,K2-72,d,4,7.75990000,0.00140000,-0.00140000,0,,,,,0.065,0.018,-0.018,0
